build_failed,NC,src_churn,test_churn,ConfigF,FilesA,FilesD,FilesM,srcF,docF,otherF,NUC,elapsed_days,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,NDEV,prev_build_result,day_week,classif_build,TFC,BMsg,maintC,fixC,buildF,mergeC,NS,ND,EXP,entropy,Assertion Roulette,Conditional Test Logic,Constructor Initialization,CyclomaticComplexity,DataClass,DeadCode,Duplicate Assert,DuplicatedCode,Eager Test,EmptyTest,Exception Catching Throwing,ExcessiveParameterList,General Fixture,GodClass,IgnoredTest,Lazy Test,LooseCoupling,Magic Number Test,Mystery Guest,NPathComplexity,Print Statement,Redundant Assertion,Resource Optimism,Sensitive Equality,Sleepy Test,TooManyFields,TooManyMethods,Unknown Test
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4.911554232,0,0,0,1,0,0,0,0,24,22,25,64,71,42,22,5,9,0,24,26,24,18,21,7,0,24,0,25,0,0,0,16,24,17,21,21
1,10,447,6,0,2,0,16,16,0,1,13,0,0,0,0,0,0,1,0,3,0,2,8.266658867,0,1,0,1,3,5,0,3.3553944,25,25,23,65,72,55,22,14,8,0,25,26,21,18,20,8,0,23,0,25,0,0,0,25,23,17,21,24
0,1,29,0,0,0,0,3,2,0,1,3,0,0,0.285714286,0.142857143,0,0,1,0,3,2,2,3.357660495,0,1,0,0,1,3,0,1.2795861,23,23,25,64,71,42,23,5,8,0,20,26,13,18,21,8,0,24,0,25,0,0,0,20,10,17,21,21
0,4,99,6,0,0,0,6,5,0,0,6,0,0,0.222222222,0.111111111,1,0.2,1,0,3,0,1,5.724305702,0,1,0,1,2,4,1,1.8738476,25,24,25,65,72,55,25,14,9,0,20,26,22,18,14,9,0,25,0,25,0,0,0,20,11,17,21,18
0,1,0,0,0,0,0,1,0,0,1,1,1,0,0.230769231,0.076923077,0,0,1,1,4,1,1,7.429798099,0,0,0,0,1,1,1,0,25,25,25,64,71,42,25,5,9,0,24,26,22,18,20,9,0,25,0,25,0,0,0,24,24,17,21,24
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0.052631579,0,0,1,0,4,3,0,4.379070872,0,0,0,1,0,0,1,0,25,13,25,64,71,42,25,5,7,0,21,26,22,18,5,7,0,25,0,25,0,0,0,13,9,17,21,23
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0.05,0,0,1,0,4,3,0,4.050781671,0,0,0,1,0,0,2,0,25,17,22,64,71,42,25,5,7,0,25,26,18,18,5,7,0,25,0,25,0,0,0,17,13,17,21,13
0,1,5,0,0,0,0,2,2,0,0,2,0,0,0.142857143,0.047619048,0,0,1,0,4,7,1,9.64216396,0,0,0,0,1,2,2,0.97095054,25,22,21,64,71,42,23,5,8,0,24,26,24,18,11,9,0,25,0,25,0,0,0,20,22,17,21,15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.045454545,0,0,1,0,4,3,0,3.948647924,0,0,0,1,0,0,3,0,24,24,25,64,71,42,21,5,9,0,24,26,22,18,1,9,0,21,0,25,0,0,0,21,24,17,21,21
0,1,4,0,0,0,0,1,1,0,0,1,0,0,0.130434783,0.043478261,0,0,1,0,4,7,1,6.039376033,0,0,0,0,1,1,3,0,24,23,23,64,71,42,24,5,8,0,23,26,13,18,4,8,0,23,0,25,0,0,0,23,23,17,21,25
0,1,8,0,0,0,0,1,1,0,0,1,0,0,0.125,0.041666667,0.5,0.2,1,0,4,7,1,4.293912392,0,0,0,0,1,1,2,0,25,20,24,65,72,55,25,14,9,0,21,26,19,18,23,7,0,23,0,25,0,0,0,10,18,17,21,23
0,1,26,0,0,0,0,3,3,0,0,2,0,0,0.153846154,0.038461538,0,0,1,1,4,7,1,6.559265892,0,0,0,0,1,2,4,0.9912642,25,24,23,64,71,42,24,5,7,0,24,26,15,18,9,7,0,22,0,25,0,0,0,10,24,17,21,12
0,1,0,0,0,0,0,2,0,0,2,2,0,0,0.137931034,0.034482759,0,0,1,0,4,2,2,5.575401671,0,1,0,0,1,2,4,0.54356444,22,21,25,64,71,42,21,5,8,0,20,26,22,18,16,5,0,21,0,25,0,0,0,12,20,17,21,17
1,1,2,22,0,0,0,2,1,0,0,2,0,0,0.129032258,0.032258065,0,0,1,0,4,7,1,5.13816801,0,0,0,0,2,2,5,0.41381684,24,21,24,64,71,42,21,6,6,0,24,26,18,18,12,6,0,24,0,25,0,0,0,19,24,17,21,25
0,1,7,11,0,0,0,3,2,0,0,2,1,0,0.176470588,0.029411765,0.166666667,0,1,1,4,2,1,4.687312911,0,1,0,0,2,3,6,1.2997367,25,25,24,64,71,42,24,5,9,0,25,26,13,18,21,9,0,23,0,25,0,0,0,25,22,17,21,21
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.205128205,0.025641026,0,0,1,1,5,2,1,5.009470503,0,1,0,0,1,1,5,0,23,23,22,61,69,36,19,5,8,0,23,26,22,18,2,8,0,24,0,25,0,0,0,23,19,17,21,19
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.219512195,0.024390244,0.142857143,0,1,0,5,7,1,9.56791174,0,0,0,0,1,1,7,0,24,14,21,64,71,42,22,5,7,0,22,26,24,18,17,8,0,24,0,25,0,0,0,12,13,17,21,25
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.260869565,0.02173913,0.25,0,1,0,5,2,0,6.197933325,0,1,0,1,0,0,8,0,25,25,24,64,71,42,21,5,9,0,25,26,18,18,21,5,0,21,0,25,0,0,0,25,23,17,21,21
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.02,0.222222222,0,1,0,5,1,0,3.198351493,0,0,0,1,0,0,9,0,24,23,23,64,71,42,23,5,8,0,19,26,24,18,1,9,0,25,0,25,0,0,0,9,19,17,21,11
1,1,0,0,0,0,0,16,0,0,16,1,0,0,0.254901961,0.019607843,0,0,1,0,5,7,1,4.372350361,0,0,0,0,16,16,0,3.9698153,25,25,25,64,71,42,25,5,9,0,24,26,21,18,8,9,0,25,0,25,0,0,0,24,24,17,21,24
1,1,0,0,2,0,0,2,0,0,0,1,0,0,0.269230769,0.019230769,0.333333333,0.2,1,1,5,1,1,4.280797031,0,0,0,0,1,1,3,1,25,25,25,64,71,42,25,5,8,0,22,26,24,18,9,8,0,25,0,25,0,0,0,15,22,17,21,17
0,1,78,0,0,0,0,4,4,0,0,2,0,0,0.344827586,0.017241379,0.166666667,0,1,1,5,1,1,7.008870627,0,0,0,0,1,2,6,1.8440342,25,25,24,64,71,44,25,5,8,0,25,26,16,18,1,8,0,24,0,25,0,0,0,24,25,18,21,24
1,2,0,0,0,1,0,3,0,0,4,2,1,1,0.338983051,0.016949153,0.142857143,0,1,0,6,0,2,7.436178504,0,0,0,0,1,2,7,1.7737714,25,24,25,64,71,42,25,5,7,0,24,26,23,18,15,6,0,25,0,25,0,0,0,3,24,17,21,15
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.35,0.016666667,0.5,0.4,1,1,6,7,1,6.272113034,0,0,0,0,1,1,4,0,25,25,24,64,71,42,21,5,9,0,25,26,23,18,19,6,0,21,0,25,0,0,0,13,25,17,21,19
0,1,0,0,2,0,0,2,0,0,0,1,0,1,0.360655738,0.016393443,0.6,0.6,1,1,5,1,1,4.272614965,0,0,0,0,1,1,5,1,24,23,25,64,71,42,20,5,9,0,24,26,14,18,5,9,0,24,0,25,0,0,0,19,24,17,21,8
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.349206349,0.015873016,0.25,0,1,0,6,7,1,6.478880601,0,0,0,0,1,1,8,0,24,19,24,64,71,42,24,5,7,0,22,26,21,18,12,7,0,24,0,25,0,0,0,13,19,17,21,14
0,1,0,0,0,0,0,2,0,0,2,2,0,0,0.34375,0.015625,0.2,0,1,0,6,2,1,5.975012544,0,1,0,0,1,1,10,0.9940302,25,17,24,64,71,42,25,5,4,0,22,26,19,18,4,6,0,24,0,25,0,0,0,16,12,17,21,20
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.338461538,0.015384615,0.222222222,0,1,0,6,1,1,12.34168242,0,0,0,0,1,1,9,0,23,21,22,64,71,42,23,5,9,0,19,26,22,18,23,8,0,24,0,25,0,0,0,15,18,17,21,23
0,1,0,0,0,0,0,3,0,0,3,3,0,1,0.333333333,0.015151515,0.2,0,1,0,6,7,1,6.710377395,0,0,0,0,1,2,10,1.564735,25,19,24,64,71,42,24,5,9,0,19,26,21,18,11,9,0,17,0,25,0,0,0,14,19,17,21,22
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.31884058,0.014492754,0.181818182,0,1,0,6,2,1,5.65919749,0,0,0,0,1,1,11,0,24,24,25,64,71,42,18,5,8,0,24,26,22,18,4,9,0,22,0,25,0,0,0,15,24,17,21,15
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.323943662,0.014084507,0.166666667,0,1,1,6,5,1,6.360580277,0,0,0,0,1,1,12,0,25,22,21,64,71,42,24,5,9,0,22,26,9,18,23,7,0,23,0,25,0,0,0,22,17,17,21,23
0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.333333333,0.013888889,0.230769231,0,1,1,6,2,1,5.092557127,0,1,0,0,1,1,13,0,24,24,25,64,71,42,24,5,9,0,24,26,24,18,12,9,0,24,0,25,0,0,0,24,24,17,21,24
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.337837838,0.013513514,0.214285714,0,1,1,6,2,1,5.53559926,0,1,0,0,1,1,14,0,24,16,21,64,71,42,23,5,8,0,24,26,13,18,23,8,0,24,0,25,0,0,0,3,16,17,21,25
0,1,0,0,2,0,0,2,0,0,0,1,0,0,0.320512821,0.012820513,0.5,0.6,1,0,5,1,1,4.264886883,0,0,0,0,1,1,6,1,25,21,24,64,71,42,25,5,9,0,25,26,20,18,3,9,0,25,0,25,0,0,0,15,23,17,21,19
0,1,3,0,0,0,0,1,1,0,0,1,0,0,0.325,0.0125,0.428571429,0.6,1,1,6,1,1,6.289520353,0,0,0,0,1,1,7,0,25,25,24,64,71,43,24,5,9,0,25,26,19,18,23,6,0,24,0,25,0,0,0,25,22,17,21,23
1,1,4,0,0,0,0,1,1,0,0,1,0,1,0.320987654,0.012345679,0.375,0.6,1,0,6,7,1,8.726886695,0,0,0,0,1,1,8,0,24,22,25,64,71,42,22,5,9,0,24,26,20,18,19,9,0,24,0,25,0,0,0,22,22,17,21,22
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.325301205,0.012048193,0,0,1,0,6,3,0,4.710805634,0,0,0,1,0,0,0,0,25,24,24,64,71,42,25,5,9,0,22,26,23,18,1,9,0,24,0,25,0,0,0,20,22,17,21,20
0,1,0,0,0,0,0,1,0,0,1,1,1,0,0.329268293,0.012195122,0.2,0,1,1,6,2,1,5.654590383,0,0,0,0,1,1,15,0,25,24,23,64,71,42,23,5,9,0,25,26,9,18,14,9,0,25,0,25,0,0,0,20,24,17,21,22
0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.306818182,0.011363636,0,0,1,0,2,4,0,4.972338606,0,0,0,1,0,0,1,0,24,24,24,64,71,42,24,5,9,0,24,26,22,18,12,9,0,24,0,25,0,0,0,24,24,17,21,24
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.303370787,0.011235955,0,0,1,0,2,3,0,5.232299344,0,0,0,1,0,0,2,0,25,25,23,64,71,42,23,5,9,0,25,26,18,18,14,9,0,24,0,25,0,0,0,25,17,17,21,14
0,1,8,0,0,0,0,2,1,0,1,2,0,0,0.298969072,0.010309278,0.181818182,0,1,0,2,1,2,5.320858983,0,0,0,0,2,2,11,0.87671626,25,25,25,64,71,42,25,5,7,0,21,26,24,18,12,9,0,25,0,25,0,0,0,13,9,17,21,14
1,2,36,0,0,0,0,2,2,0,0,2,0,0,0.295918367,0.010204082,0.444444444,0.6,1,0,2,0,1,5.471790692,0,0,0,1,1,1,9,0.91829586,25,21,25,65,72,54,24,14,8,0,25,26,18,19,20,6,0,25,0,25,0,0,0,19,25,17,21,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303,0.01010101,0,0,1,1,2,1,0,7.743437888,0,0,0,1,0,0,0,0,25,25,24,64,72,40,22,5,8,0,25,26,18,18,6,8,0,21,0,25,0,0,0,25,23,18,21,21
1,1,8,0,0,0,0,2,2,0,0,2,0,0,0.297029703,0.00990099,0.5,0.6,1,0,2,1,1,5.481490038,0,0,0,0,1,1,10,0.8112781,25,17,24,65,72,55,21,14,9,0,25,26,22,18,1,9,0,25,0,25,0,0,0,5,17,17,21,7
0,1,2,2,0,0,0,2,1,0,0,2,0,1,0.303921569,0.009803922,0.545454545,0.6,1,1,2,2,1,5.257468728,0,1,0,0,1,2,11,1,24,19,24,65,72,55,24,14,9,0,22,26,17,18,11,9,0,25,0,25,0,0,0,10,22,17,21,13
0,4,0,0,0,0,0,3,0,0,3,3,0,0,0.289719626,0.009345794,0.166666667,0,1,0,2,0,2,6.010834564,0,0,0,1,1,3,12,0.21506125,25,25,24,64,71,42,25,5,7,0,25,26,17,18,23,5,0,23,0,25,0,0,0,16,25,17,21,23
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.281818182,0.009090909,0.153846154,0,1,0,2,2,1,4.98297218,0,1,0,0,1,1,13,0,25,23,25,64,71,42,25,5,7,0,18,26,11,18,13,5,0,25,0,25,0,0,0,8,17,17,21,24
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.280701754,0.00877193,0.142857143,0,1,0,2,1,0,4.509085537,0,0,0,1,0,0,14,0,25,25,24,64,71,42,23,5,8,0,25,26,21,18,8,8,0,22,0,25,0,0,0,25,23,17,21,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.275862069,0.00862069,0.133333333,0,1,0,2,3,0,4.82748814,0,0,0,1,0,0,15,0,24,24,25,64,71,42,24,5,9,0,24,26,24,18,13,9,0,24,0,25,0,0,0,24,24,17,21,24
0,1,5,27,0,0,0,2,1,0,0,2,0,0,0.273504274,0.008547009,0.5,0.6,1,0,3,1,1,5.185763947,0,0,0,0,1,2,12,0.62526244,25,25,25,65,72,54,25,14,4,0,24,26,21,19,2,9,0,25,0,25,0,0,0,16,19,17,21,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.277310924,0.008403361,0,0,1,1,3,1,0,3.190654368,0,0,0,1,0,0,3,0,24,23,25,64,71,42,22,5,9,0,24,26,24,18,21,5,0,24,0,25,0,0,0,23,24,17,21,21
1,1,0,0,0,0,0,16,0,0,16,2,0,0,0.283333333,0.008333333,1,0.2,1,1,3,7,1,4.363128979,0,0,0,0,16,16,1,3.9698153,25,22,24,64,71,42,23,5,9,0,22,26,24,18,18,9,0,23,0,25,0,0,0,22,22,17,21,22
1,1,0,0,2,0,0,2,0,0,0,1,0,0,0.289256198,0.008264463,0.461538462,0.6,1,1,3,1,1,4.255850104,0,0,0,0,1,1,13,1,25,21,24,64,71,42,20,5,9,0,25,26,23,18,16,9,0,25,0,25,0,0,0,21,14,17,21,18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.008,0.25,0.2,1,0,3,3,0,4.354760993,0,0,0,1,0,0,4,0,24,18,23,65,72,55,18,14,5,0,18,26,24,18,12,9,0,25,0,25,0,0,0,14,18,17,21,22
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.293650794,0.007936508,0.2,0.2,1,0,3,2,0,4.36482964,0,0,0,1,0,0,5,0,23,22,25,65,72,54,23,14,8,0,23,26,19,19,3,8,0,23,0,25,0,0,0,9,22,17,21,10
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.291338583,0.007874016,0.166666667,0.2,1,0,3,3,0,4.409037839,0,0,0,1,0,0,6,0,25,22,25,65,72,54,25,14,7,0,17,26,24,19,16,9,0,25,0,25,0,0,0,7,17,17,21,16
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.302325581,0.007751938,0.375,0.2,1,1,3,6,0,4.901715126,0,0,0,1,0,0,8,0,25,24,24,65,72,54,25,14,9,0,24,26,20,19,11,9,0,24,0,25,0,0,0,24,24,17,21,24
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.296875,0.0078125,0.285714286,0.2,1,1,3,3,0,4.600680765,0,0,0,1,0,0,7,0,24,22,25,65,72,54,24,14,8,0,22,26,17,19,20,6,0,23,0,25,0,0,0,16,22,17,21,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.007692308,0.5,0.6,1,0,3,1,0,3.876789894,0,0,0,1,0,0,14,0,25,15,25,65,72,54,25,14,9,0,22,26,23,19,18,9,0,24,0,25,0,0,0,15,15,17,21,18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.297709924,0.007633588,0.125,0,1,0,3,3,0,4.489467717,0,0,0,1,0,0,16,0,25,22,25,65,72,54,25,14,9,0,22,26,17,19,4,9,0,25,0,25,0,0,0,22,22,17,21,22
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.296296296,0.007407407,0.333333333,0.2,1,0,3,1,0,4.387465301,0,0,0,1,0,0,9,0,25,24,25,65,72,54,25,14,7,0,24,26,19,19,5,7,0,25,0,25,0,0,0,22,24,17,21,21
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.294117647,0.007352941,0.117647059,0,1,0,3,7,1,5.41292131,0,0,0,0,1,1,17,0,25,22,23,64,71,42,22,5,6,0,22,26,24,18,10,9,0,24,0,25,0,0,0,17,22,17,21,20
0,1,0,0,0,0,0,3,0,0,3,3,0,0,0.292857143,0.007142857,0.111111111,0,1,0,3,2,2,5.167528227,0,1,0,0,1,2,18,0.9864267,25,20,24,64,71,42,22,5,9,0,24,26,11,18,15,9,0,24,0,25,0,0,0,8,24,17,21,15
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.286713287,0.006993007,0.105263158,0,1,0,3,7,1,5.92798197,0,0,0,0,1,1,19,0,23,20,24,64,71,42,20,5,8,0,22,26,24,18,19,9,0,25,0,25,0,0,0,13,22,17,21,19
1,2,50,0,0,1,0,3,2,0,2,3,0,0,0.278911565,0.006802721,0.1,0,1,0,4,0,3,5.514017065,0,0,0,0,2,2,20,1.8260542,25,17,21,64,71,42,24,5,9,0,25,26,19,18,23,9,0,25,0,25,0,0,0,17,21,17,21,23
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.288590604,0.006711409,0,0,1,1,4,7,1,5.963025846,0,0,0,0,1,1,0,0,24,17,25,65,72,54,23,14,5,0,23,26,23,19,18,9,0,24,0,25,0,0,0,17,16,17,21,20
1,1,0,0,0,0,0,1,0,0,1,1,0,1,0.286666667,0.006666667,0,0,1,0,4,7,1,5.048321214,0,0,0,0,1,1,1,0,25,23,25,65,72,54,23,14,5,0,25,26,20,19,15,4,0,25,0,25,0,0,0,14,25,17,21,24
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.291390728,0.006622517,0,0,1,1,4,7,1,5.005060571,0,0,0,0,1,1,0,0,25,18,23,65,72,54,16,14,7,0,18,26,23,19,8,8,0,22,0,25,0,0,0,11,18,17,21,24
1,1,0,0,0,0,0,1,0,0,1,1,0,1,0.289473684,0.006578947,0,0,1,0,4,7,1,6.156475891,0,0,0,0,1,1,1,0,24,24,23,65,72,54,23,14,9,0,24,26,20,19,4,9,0,25,0,25,0,0,0,24,14,17,21,18
0,1,0,0,0,0,0,4,0,0,4,1,1,0,0.294117647,0.006535948,0.142857143,0,1,1,5,1,2,6.560953821,0,0,0,0,1,2,21,1.9758304,23,23,25,64,71,42,23,5,5,0,19,26,23,18,14,9,0,23,0,25,0,0,0,13,12,17,21,18
0,1,0,0,0,0,0,3,0,0,3,1,0,0,0.288461538,0.006410256,0.136363636,0,1,0,5,4,1,6.37874952,0,0,0,0,1,1,22,1.4488157,24,16,24,64,71,42,24,5,9,0,19,26,23,18,5,9,0,25,0,25,0,0,0,8,15,17,21,18
1,7,247,0,0,2,7,58,6,0,61,38,0,0,0.285714286,0.00621118,0.130434783,0,1,0,5,0,7,8.150669874,0,0,0,0,2,11,23,4.194891,25,19,24,64,71,42,25,5,9,0,24,26,22,18,25,7,0,25,0,25,0,0,0,17,24,17,21,25
1,2,11,0,0,0,0,11,2,0,9,8,0,1,0.290123457,0.00617284,0.166666667,0,1,1,5,0,4,5.4436018,0,1,0,0,1,3,24,2.6255767,25,22,25,64,71,42,25,5,8,0,25,26,17,18,12,8,0,21,0,25,0,0,0,22,15,17,21,13
1,2,0,0,0,0,0,4,0,1,3,4,0,1,0.294478528,0.006134969,0.2,0,1,1,5,0,3,5.441028638,0,0,0,0,2,3,25,0.8632226,21,20,25,64,71,42,20,5,9,0,21,26,21,18,11,9,0,21,0,25,0,0,0,20,20,17,21,20
0,5,0,0,0,0,0,32,0,0,32,11,0,0,0.296969697,0.006060606,0.1875,0,1,0,5,0,2,7.156699457,0,0,0,0,1,6,16,3.6811152,24,19,24,61,69,36,24,5,6,0,23,26,18,18,16,5,0,23,0,25,0,0,0,19,15,17,21,16
0,1,2,0,0,0,0,2,1,0,1,2,0,0,0.295180723,0.006024096,0.230769231,0,1,0,5,7,2,4.66015541,0,0,0,0,2,2,26,0.9709506,25,21,23,64,71,42,24,5,7,0,23,26,15,18,17,7,0,18,0,25,0,0,0,21,18,17,21,22
0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.289940828,0.00591716,0.222222222,0,1,0,5,1,1,5.767225891,0,0,0,0,1,1,27,0,25,24,23,64,71,42,24,5,9,0,25,26,11,18,21,9,0,25,0,25,0,0,0,22,24,17,21,22
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.290697674,0.005813953,0.214285714,0,1,0,6,1,1,5.661152208,0,0,0,0,1,1,28,0,25,19,23,64,71,42,25,5,7,0,19,26,22,18,9,8,0,23,0,25,0,0,0,19,19,17,21,24
1,2,2,0,0,0,0,4,1,0,3,4,0,0,0.297142857,0.005714286,0.206896552,0,1,1,6,0,3,7.712229519,0,0,0,0,1,2,29,1.8585553,25,24,24,64,71,42,24,5,8,0,22,26,24,18,2,9,0,25,0,25,0,0,0,22,22,17,21,22
0,1,0,0,0,2,0,5,0,0,7,2,0,0,0.299435028,0.005649718,0.176470588,0,1,0,6,7,1,5.572105905,0,0,0,0,1,2,17,1.3105776,24,21,23,61,69,36,24,5,8,0,21,26,20,18,24,6,0,24,0,25,0,0,0,14,21,17,21,24
0,1,0,0,0,1,0,1,0,2,0,1,0,0,0.297752809,0.005617978,0.466666667,0.6,1,0,5,1,1,4.056862279,0,0,0,0,1,1,15,0.103275076,24,18,25,65,72,54,23,14,8,0,23,26,12,19,20,7,0,23,0,25,0,0,0,9,16,17,21,20
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.296089385,0.005586592,0.233333333,0,1,0,6,3,0,4.714490905,0,0,0,1,0,0,30,0,25,20,24,64,71,42,21,5,8,0,20,26,24,18,10,9,0,23,0,25,0,0,0,19,20,17,21,19
0,2,2,0,0,0,0,10,2,0,8,5,0,0,0.3,0.005555556,0.166666667,0,1,1,6,0,3,5.117171687,0,1,0,1,1,5,18,2.9016097,24,24,25,64,71,42,24,5,9,0,21,26,22,18,13,9,0,24,0,25,0,0,0,18,17,17,21,17
0,1,0,0,0,0,2,1,0,0,3,3,0,1,0.298342541,0.005524862,0.157894737,0,1,0,6,7,1,4.749590061,0,0,0,0,1,2,19,0.758535,25,22,24,64,71,42,25,5,9,0,23,26,10,18,25,8,0,25,0,25,0,0,0,22,22,17,21,25
0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.296703297,0.005494505,0.15,0,1,0,6,7,1,4.393064413,0,0,0,0,1,1,20,0,25,25,24,64,71,43,24,5,9,0,25,26,23,18,19,9,0,23,0,25,0,0,0,25,14,18,21,19
1,2,94,0,0,0,0,4,3,0,1,2,0,0,0.290322581,0.005376344,0.258064516,0,1,0,6,0,2,6.021140169,0,0,0,0,1,1,31,1.0490321,24,24,25,64,71,42,21,5,9,0,24,26,17,18,5,9,0,22,0,25,0,0,0,21,24,17,21,21
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.294117647,0.005347594,0.28125,0,1,1,6,3,0,4.629084064,0,0,0,1,0,0,32,0,25,25,25,64,71,42,25,5,8,0,18,26,23,18,22,9,0,25,0,25,0,0,0,16,18,17,21,22
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.291005291,0.005291005,0.142857143,0,1,0,6,7,1,9.663296928,0,0,0,0,1,1,21,0,24,24,25,64,71,42,24,5,6,0,24,26,23,18,10,8,0,23,0,25,0,0,0,17,24,17,21,10
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.287958115,0.005235602,0.4375,0.6,1,0,6,2,0,3.253160784,0,1,0,1,0,0,16,0,25,21,25,66,73,58,23,18,8,0,25,26,5,19,9,8,0,25,0,27,0,0,0,17,25,17,22,18
1,2,1575,0,0,0,1,16,17,0,0,7,0,0,0.288659794,0.005154639,0.470588235,0.6,1,0,6,0,1,6.652240602,0,1,0,0,1,1,17,3.266091,25,25,25,65,72,54,25,14,9,0,24,26,21,19,20,9,0,25,0,25,0,0,0,15,22,17,21,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.292307692,0.005128205,0.3,0.2,1,1,6,1,0,4.220252295,0,0,0,1,0,0,10,0,25,24,25,65,72,54,25,14,8,0,24,26,13,19,8,8,0,25,0,25,0,0,0,20,24,17,21,15
0,1,7,0,0,0,0,1,1,0,0,1,2,0,0.290816327,0.005102041,0.272727273,0,1,0,2,7,1,4.650717966,0,0,0,0,1,1,33,0,21,20,25,65,72,54,20,14,8,0,19,26,16,19,17,8,0,20,0,25,0,0,0,19,18,17,21,22
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.287878788,0.005050505,0.264705882,0,1,0,2,3,0,4.539828503,0,0,0,1,0,0,34,0,25,24,25,65,72,54,21,14,7,0,25,26,15,19,6,7,0,25,0,25,0,0,0,24,25,17,21,7
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.286432161,0.005025126,0.257142857,0,1,0,2,3,0,3.648855439,0,0,0,1,0,0,35,0,25,24,25,65,72,54,25,14,8,0,25,26,15,19,22,5,0,23,0,25,0,0,0,24,20,17,21,22
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.285,0.005,0.136363636,0,1,0,2,2,1,5.96886883,0,1,0,0,1,1,22,0,23,23,25,64,71,42,23,5,7,0,23,26,22,18,19,8,0,22,0,25,0,0,0,9,23,17,21,19
0,1,4,9,0,0,0,2,1,0,0,2,0,0,0.287128713,0.004950495,0.5,0.6,1,0,2,7,1,6.231538651,0,0,0,0,2,2,18,0.8904916,25,20,24,65,72,54,22,14,9,0,25,26,24,19,2,9,0,25,0,25,0,0,0,20,20,17,21,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.284313725,0.004901961,0.272727273,0.2,1,0,2,3,0,4.323709936,0,0,0,1,0,0,11,0,25,25,25,65,72,54,25,14,9,0,23,26,19,19,11,9,0,25,0,25,0,0,0,23,23,17,21,23
0,1,5,0,0,0,0,2,2,0,0,2,0,0,0.282926829,0.004878049,0.473684211,0.6,1,0,2,2,1,3.960513571,0,1,0,0,1,2,19,0.9709506,25,16,24,65,72,54,23,14,7,0,22,26,24,19,12,9,0,25,0,25,0,0,0,16,10,17,21,14
0,1,5,0,0,0,0,2,2,0,0,2,0,1,0.281553398,0.004854369,0.45,0.6,1,0,2,2,1,3.953035463,0,1,0,0,1,2,20,0.9709506,25,23,24,65,72,54,23,14,6,0,24,26,21,19,17,8,0,24,0,25,0,0,0,20,24,17,21,17
